MAIN-FILE-ID,HULFT-ID,SEND-CLASS,SEND-DETAIL-FILE,PLANTCD,CODE-CONVERT,IN-REC-TYPE,IN-REC-LENGTH,OUT-REC-TYPE,OUT-REC-LENGTH,NEW-LINE-TYPE,SHIFTTRANSACT,SSFDEL,CMDERRMD,RETRY,INTERVAL,ZERO-CHK
HS0781,N8R5E199,HULFT,/CDTHULFT.E1.FTPLIB110/H1R5E199,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0838,N8R5GD01,HULFT,/CDTHULFT.GD.FTPLIB169/H1R5GD01,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0839,N8R5GD02,HULFT,/CDTHULFT.GD.FTPLIB170/H1R5GD02,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0840,N8R5HBA1,HULFT,/CDTHULFT.HB2.FTPLIB12/H1R5HBA1,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0849,N8R5HH01,HULFT,/CDTHULFT.HH.FTPLIB04/H1R5HH01,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0850,N8R5HH02,HULFT,/CDTHULFT.HH.FTPLIB05/H1R5HH02,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0851,N8R5HH03,HULFT,/CDTHULFT.HH.FTPLIB06/H1R5HH03,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0852,N8R5KA02,HULFT,/CDTHULFT.KA.FTPLIB06/H1R5KA02,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0853,N8R5KA03,HULFT,/CDTHULFT.KA.FTPLIB07/H1R5KA03,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0854,N8R5KA04,HULFT,/CDTHULFT.KA.FTPLIB08/H1R5KA04,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0855,N8R5KA05,HULFT,/CDTHULFT.KA.FTPLIB09/H1R5KA05,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0856,N8R5KA06,HULFT,/CDTHULFT.KA.FTPLIB10/H1R5KA06,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0857,N8R5KA07,HULFT,/CDTHULFT.KA.FTPLIB11/H1R5KA07,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0858,N8R5KA08,HULFT,/CDTHULFT.KA.FTPLIB12/H1R5KA08,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0859,N8R5KA09,HULFT,/CDTHULFT.KA.FTPLIB13/H1R5KA09,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0860,N8R5KA10,HULFT,/CDTHULFT.KA.FTPLIB14/H1R5KA10,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0861,N8R5KA11,HULFT,/CDTHULFT.KA.FTPLIB15/H1R5KA11,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0862,N8R5KA12,HULFT,/CDTHULFT.KA.FTPLIB16/H1R5KA12,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0863,N8R5KA13,HULFT,/CDTHULFT.KA.FTPLIB17/H1R5KA13,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0864,N8R5KA14,HULFT,/CDTHULFT.KA.FTPLIB18/H1R5KA14,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0865,N8R5KA15,HULFT,/CDTHULFT.KA.FTPLIB19/H1R5KA15,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0866,N8R5KA16,HULFT,/CDTHULFT.KA.FTPLIB20/H1R5KA16,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0867,N8R5KA17,HULFT,/CDTHULFT.KA.FTPLIB21/H1R5KA17,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0868,N8R5KA18,HULFT,/CDTHULFT.KA.FTPLIB22/H1R5KA18,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0869,N8R5KA19,HULFT,/CDTHULFT.KA.FTPLIB23/H1R5KA19,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0870,N8R5KA20,HULFT,/CDTHULFT.KA.FTPLIB24/H1R5KA20,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0871,N8R5KA21,HULFT,/CDTHULFT.KA.FTPLIB25/H1R5KA21,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0872,N8R5KA22,HULFT,/CDTHULFT.KA.FTPLIB26/H1R5KA22,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0873,N8R5KA23,HULFT,/CDTHULFT.KA.FTPLIB27/H1R5KA23,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0874,N8R5KA24,HULFT,/CDTHULFT.KA.FTPLIB28/H1R5KA24,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0875,N8R5KA25,HULFT,/CDTHULFT.KA.FTPLIB29/H1R5KA25,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0876,N8R5KA26,HULFT,/CDTHULFT.KA.FTPLIB30/H1R5KA26,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0877,N8R5KA27,HULFT,/CDTHULFT.KA.FTPLIB31/H1R5KA27,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0878,N8R5KA28,HULFT,/CDTHULFT.KA.FTPLIB32/H1R5KA28,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0879,N8R5KA29,HULFT,/CDTHULFT.KA.FTPLIB33/H1R5KA29,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0880,N8R5KA30,HULFT,/CDTHULFT.KA.FTPLIB34/H1R5KA30,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0881,N8R5KA31,HULFT,/CDTHULFT.KA.FTPLIB35/H1R5KA31,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0882,N8R5KA32,HULFT,/CDTHULFT.KA.FTPLIB36/H1R5KA32,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0883,N8R5KA33,HULFT,/CDTHULFT.KA.FTPLIB37/H1R5KA33,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0884,N8R5KA34,HULFT,/CDTHULFT.KA.FTPLIB38/H1R5KA34,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0885,N8R5KA35,HULFT,/CDTHULFT.KA.FTPLIB39/H1R5KA35,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0886,N8R5KA36,HULFT,/CDTHULFT.KA.FTPLIB40/H1R5KA36,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0887,N8R5KA38,HULFT,/CDTHULFT.KA.FTPLIB42/H1R5KA38,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0888,N8R5KA39,HULFT,/CDTHULFT.KA.FTPLIB43/H1R5KA39,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0889,N8R5KA40,HULFT,/CDTHULFT.KA.FTPLIB44/H1R5KA40,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0890,N8R5KA41,HULFT,/CDTHULFT.KA.FTPLIB45/H1R5KA41,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0891,N8R5KA42,HULFT,/CDTHULFT.KA.FTPLIB46/H1R5KA42,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0892,N8R5KA43,HULFT,/CDTHULFT.KA.FTPLIB47/H1R5KA43,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0893,N8R5KA44,HULFT,/CDTHULFT.KA.FTPLIB48/H1R5KA44,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0894,N8R5KA45,HULFT,/CDTHULFT.KA.FTPLIB49/H1R5KA45,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0895,N8R5KA46,HULFT,/CDTHULFT.KA.FTPLIB50/H1R5KA46,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0896,N8R5KA47,HULFT,/CDTHULFT.KA.FTPLIB51/H1R5KA47,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0897,N8R5KA48,HULFT,/CDTHULFT.KA.FTPLIB52/H1R5KA48,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0898,N8R5KB01,HULFT,/CDTHULFT.KB.FTPLIB27/H1R5KB01,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0899,N8R5KB02,HULFT,/CDTHULFT.KB.FTPLIB28/H1R5KB02,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0900,N8R5KB03,HULFT,/CDTHULFT.KB.FTPLIB29/H1R5KB03,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0901,N8R5KB04,HULFT,/CDTHULFT.KB.FTPLIB30/H1R5KB04,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0902,N8R5KB05,HULFT,/CDTHULFT.KB.FTPLIB31/H1R5KB05,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0903,N8R5KB06,HULFT,/CDTHULFT.KB.FTPLIB32/H1R5KB06,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0904,N8R5KB07,HULFT,/CDTHULFT.KB.FTPLIB33/H1R5KB07,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0905,N8R5KB08,HULFT,/CDTHULFT.KB.FTPLIB34/H1R5KB08,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0906,N8R5KB09,HULFT,/CDTHULFT.KB.FTPLIB35/H1R5KB09,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0907,N8R5KB10,HULFT,/CDTHULFT.KB.FTPLIB36/H1R5KB10,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0908,N8R5KB11,HULFT,/CDTHULFT.KB.FTPLIB37/H1R5KB11,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0909,N8R5KB12,HULFT,/CDTHULFT.KB.FTPLIB38/H1R5KB12,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0910,N8R5KB13,HULFT,/CDTHULFT.KB.FTPLIB39/H1R5KB13,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0911,N8R5KB14,HULFT,/CDTHULFT.KB.FTPLIB40/H1R5KB14,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0912,N8R5KB15,HULFT,/CDTHULFT.KB.FTPLIB41/H1R5KB15,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0913,N8R5KB16,HULFT,/CDTHULFT.KB.FTPLIB42/H1R5KB16,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0914,N8R5KB17,HULFT,/CDTHULFT.KB.FTPLIB43/H1R5KB17,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0915,N8R5KB18,HULFT,/CDTHULFT.KB.FTPLIB44/H1R5KB18,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0916,N8R5KB19,HULFT,/CDTHULFT.KB.FTPLIB45/H1R5KB19,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0917,N8R5KB20,HULFT,/CDTHULFT.KB.FTPLIB46/H1R5KB20,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0918,N8R5KB21,HULFT,/CDTHULFT.KB.FTPLIB47/H1R5KB21,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0919,N8R5KB22,HULFT,/CDTHULFT.KB.FTPLIB48/H1R5KB22,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0920,N8R5KB23,HULFT,/CDTHULFT.KB.FTPLIB100/H1R5KB23,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0921,N8R5KB24,HULFT,/CDTHULFT.KB.FTPLIB101/H1R5KB24,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0922,N8R5KB25,HULFT,/CDTHULFT.KB.FTPLIB102/H1R5KB25,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0923,N8R5KB26,HULFT,/CDTHULFT.KB.FTPLIB103/H1R5KB26,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0924,N8R5KB27,HULFT,/CDTHULFT.KB.FTPLIB104/H1R5KB27,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0925,N8R5KB28,HULFT,/CDTHULFT.KB.FTPLIB105/H1R5KB28,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0926,N8R5KB29,HULFT,/CDTHULFT.KB.FTPLIB106/H1R5KB29,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0927,N8R5KB30,HULFT,/CDTHULFT.KB.FTPLIB107/H1R5KB30,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0928,N8R5KB31,HULFT,/CDTHULFT.KB.FTPLIB108/H1R5KB31,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0929,N8R5KB32,HULFT,/CDTHULFT.KB.FTPLIB109/H1R5KB32,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0930,N8R5KB33,HULFT,/CDTHULFT.KB.FTPLIB110/H1R5KB33,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0931,N8R5KB34,HULFT,/CDTHULFT.KB.FTPLIB111/H1R5KB34,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0932,N8R5KB35,HULFT,/CDTHULFT.KB.FTPLIB112/H1R5KB35,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0933,N8R5KB36,HULFT,/CDTHULFT.KB.FTPLIB113/H1R5KB36,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0934,N8R5KB37,HULFT,/CDTHULFT.KB.FTPLIB114/H1R5KB37,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0935,N8R5KB38,HULFT,/CDTHULFT.KB.FTPLIB115/H1R5KB38,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0936,N8R5KB39,HULFT,/CDTHULFT.KB.FTPLIB116/H1R5KB39,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0937,N8R5KB40,HULFT,/CDTHULFT.KB.FTPLIB117/H1R5KB40,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0938,N8R5KB41,HULFT,/CDTHULFT.KB.FTPLIB118/H1R5KB41,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0939,N8R5KB42,HULFT,/CDTHULFT.KB.FTPLIB119/H1R5KB42,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0940,N8R5KB43,HULFT,/CDTHULFT.KB.FTPLIB120/H1R5KB43,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0941,N8R5KB44,HULFT,/CDTHULFT.KB.FTPLIB121/H1R5KB44,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0942,N8R5KB45,HULFT,/CDTHULFT.KB.FTPLIB122/H1R5KB45,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0943,N8R5KB46,HULFT,/CDTHULFT.KB.FTPLIB123/H1R5KB46,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0944,N8R5KB47,HULFT,/CDTHULFT.KB.FTPLIB124/H1R5KB47,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0945,N8R5KB50,HULFT,/CDTHULFT.KB.FTPLIB127/H1R5KB50,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0946,N8R5KC0A,HULFT,/CDTHULFT.KC.FTPLIB240/H1R5KC0A,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0947,N8R5KC0E,HULFT,/CDTHULFT.KC.FTPLIB244/H1R5KC0E,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0948,N8R5KC01,HULFT,/CDTHULFT.KC.FTPLIB42/H1R5KC01,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0949,N8R5KC02,HULFT,/CDTHULFT.KC.FTPLIB43/H1R5KC02,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0950,N8R5KC03,HULFT,/CDTHULFT.KC.FTPLIB44/H1R5KC03,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0951,N8R5KC04,HULFT,/CDTHULFT.KC.FTPLIB45/H1R5KC04,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0952,N8R5KC05,HULFT,/CDTHULFT.KC.FTPLIB46/H1R5KC05,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0953,N8R5KC06,HULFT,/CDTHULFT.KC.FTPLIB47/H1R5KC06,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0954,N8R5KC07,HULFT,/CDTHULFT.KC.FTPLIB48/H1R5KC07,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0955,N8R5KC08,HULFT,/CDTHULFT.KC.FTPLIB49/H1R5KC08,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0956,N8R5KC09,HULFT,/CDTHULFT.KC.FTPLIB50/H1R5KC09,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0957,N8R5KC10,HULFT,/CDTHULFT.KC.FTPLIB51/H1R5KC10,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0958,N8R5KC11,HULFT,/CDTHULFT.KC.FTPLIB52/H1R5KC11,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0959,N8R5KC12,HULFT,/CDTHULFT.KC.FTPLIB53/H1R5KC12,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0960,N8R5KC13,HULFT,/CDTHULFT.KC.FTPLIB154/H1R5KC13,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0961,N8R5KC14,HULFT,/CDTHULFT.KC.FTPLIB155/H1R5KC14,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0962,N8R5KC15,HULFT,/CDTHULFT.KC.FTPLIB156/H1R5KC15,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0963,N8R5KC16,HULFT,/CDTHULFT.KC.FTPLIB157/H1R5KC16,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0964,N8R5KC17,HULFT,/CDTHULFT.KC.FTPLIB158/H1R5KC17,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0965,N8R5KC18,HULFT,/CDTHULFT.KC.FTPLIB159/H1R5KC18,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0966,N8R5KC19,HULFT,/CDTHULFT.KC.FTPLIB160/H1R5KC19,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0967,N8R5KC20,HULFT,/CDTHULFT.KC.FTPLIB161/H1R5KC20,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0968,N8R5KC21,HULFT,/CDTHULFT.KC.FTPLIB162/H1R5KC21,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0969,N8R5KC22,HULFT,/CDTHULFT.KC.FTPLIB163/H1R5KC22,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0970,N8R5KC23,HULFT,/CDTHULFT.KC.FTPLIB164/H1R5KC23,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0971,N8R5KC25,HULFT,/CDTHULFT.KC.FTPLIB166/H1R5KC25,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0972,N8R5KC27,HULFT,/CDTHULFT.KC.FTPLIB168/H1R5KC27,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0973,N8R5KC28,HULFT,/CDTHULFT.KC.FTPLIB169/H1R5KC28,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0974,N8R5KC29,HULFT,/CDTHULFT.KC.FTPLIB170/H1R5KC29,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0975,N8R5KC30,HULFT,/CDTHULFT.KC.FTPLIB171/H1R5KC30,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0976,N8R5KC31,HULFT,/CDTHULFT.KC.FTPLIB172/H1R5KC31,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0977,N8R5KC32,HULFT,/CDTHULFT.KC.FTPLIB173/H1R5KC32,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0978,N8R5KC33,HULFT,/CDTHULFT.KC.FTPLIB174/H1R5KC33,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0979,N8R5KC34,HULFT,/CDTHULFT.KC.FTPLIB175/H1R5KC34,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0980,N8R5KC35,HULFT,/CDTHULFT.KC.FTPLIB176/H1R5KC35,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0981,N8R5KC36,HULFT,/CDTHULFT.KC.FTPLIB177/H1R5KC36,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0982,N8R5KC37,HULFT,/CDTHULFT.KC.FTPLIB178/H1R5KC37,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0983,N8R5KC38,HULFT,/CDTHULFT.KC.FTPLIB179/H1R5KC38,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0984,N8R5KC39,HULFT,/CDTHULFT.KC.FTPLIB180/H1R5KC39,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0985,N8R5KC40,HULFT,/CDTHULFT.KC.FTPLIB181/H1R5KC40,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0986,N8R5KC41,HULFT,/CDTHULFT.KC.FTPLIB182/H1R5KC41,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0987,N8R5KC42,HULFT,/CDTHULFT.KC.FTPLIB183/H1R5KC42,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0988,N8R5KC43,HULFT,/CDTHULFT.KC.FTPLIB184/H1R5KC43,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0989,N8R5KC44,HULFT,/CDTHULFT.KC.FTPLIB185/H1R5KC44,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0990,N8R5KC45,HULFT,/CDTHULFT.KC.FTPLIB186/H1R5KC45,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0991,N8R5KC46,HULFT,/CDTHULFT.KC.FTPLIB187/H1R5KC46,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0992,N8R5KC47,HULFT,/CDTHULFT.KC.FTPLIB188/H1R5KC47,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0993,N8R5KC48,HULFT,/CDTHULFT.KC.FTPLIB189/H1R5KC48,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0994,N8R5KC49,HULFT,/CDTHULFT.KC.FTPLIB190/H1R5KC49,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0995,N8R5KC50,HULFT,/CDTHULFT.KC.FTPLIB191/H1R5KC50,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0996,N8R5KC51,HULFT,/CDTHULFT.KC.FTPLIB192/H1R5KC51,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0997,N8R5KC52,HULFT,/CDTHULFT.KC.FTPLIB193/H1R5KC52,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0998,N8R5KC53,HULFT,/CDTHULFT.KC.FTPLIB194/H1R5KC53,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS0999,N8R5KC54,HULFT,/CDTHULFT.KC.FTPLIB195/H1R5KC54,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS1000,N8R5KC55,HULFT,/CDTHULFT.KC.FTPLIB196/H1R5KC55,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS1001,N8R5KC56,HULFT,/CDTHULFT.KC.FTPLIB197/H1R5KC56,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS1002,N8R5KC57,HULFT,/CDTHULFT.KC.FTPLIB198/H1R5KC57,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS1003,N8R5KC58,HULFT,/CDTHULFT.KC.FTPLIB199/H1R5KC58,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS1004,N8R5KC59,HULFT,/CDTHULFT.KC.FTPLIB200/H1R5KC59,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS1005,N8R5KC60,HULFT,/CDTHULFT.KC.FTPLIB201/H1R5KC60,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS1006,N8R5KC61,HULFT,/CDTHULFT.KC.FTPLIB202/H1R5KC61,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS1007,N8R5KC62,HULFT,/CDTHULFT.KC.FTPLIB203/H1R5KC62,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS1008,N8R5KC63,HULFT,/CDTHULFT.KC.FTPLIB204/H1R5KC63,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS1009,N8R5KC64,HULFT,/CDTHULFT.KC.FTPLIB205/H1R5KC64,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS1010,N8R5KC65,HULFT,/CDTHULFT.KC.FTPLIB206/H1R5KC65,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS1011,N8R5KC66,HULFT,/CDTHULFT.KC.FTPLIB207/H1R5KC66,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS1012,N8R5KC67,HULFT,/CDTHULFT.KC.FTPLIB208/H1R5KC67,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS1013,N8R5KC68,HULFT,/CDTHULFT.KC.FTPLIB209/H1R5KC68,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS1017,N8R5KC73,HULFT,/CDTHULFT.KC.FTPLIB213/H1R5KC73,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS1018,N8R5KC74,HULFT,/CDTHULFT.KC.FTPLIB214/H1R5KC74,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS1019,N8R5KC75,HULFT,/CDTHULFT.KC.FTPLIB215/H1R5KC75,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS1020,N8R5KC78,HULFT,/CDTHULFT.KC.FTPLIB218/H1R5KC78,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS1021,N8R5KC79,HULFT,/CDTHULFT.KC.FTPLIB219/H1R5KC79,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
HS1022,N8R5KC80,HULFT,/CDTHULFT.KC.FTPLIB220/H1R5KC80,R5,,VB,32000,FB,32000,LF,CUT,,END,1,60,YES
